"","x"
"1",3095.74112552182
"2",2388.89066843599
"3",3098.6510202228
"4",3904.98557215252
"5",3953.57617520842
"6",4411.91058982525
"7",4342.83805908271
"8",4048.48620390125
"9",4531.99901660099
"10",4616.40989237617
"11",4378.98954523736
"12",4119.44422923727
"13",4039.28881869536
"14",3463.06732651925
"15",4254.67083314807
"16",4922.10881357536
"17",5122.84711067925
"18",5692.76482588944
"19",6050.81233271457
"20",5722.72740756386
"21",5796.06056213629
"22",5748.82827139822
"23",5286.43695967365
"24",5198.81778054714
"25",5340.77722415751
"26",4992.27017085935
"27",5917.61815977202
"28",6683.20876635031
"29",6854.17319901912
"30",7684.9437749635
"31",7456.91051582495
"32",7355.0544005378
"33",7586.183599245
"34",7649.57155463272
"35",6820.06096131657
"36",7384.84790188338
"37",6887.09181133816
"38",6590.30226176799
"39",7407.16439772249
"40",8126.72849037706
"41",8570.99255322221
"42",9386.67129672995
"43",9198.72253837147
"44",9137.33344665622
"45",9599.56782989851
"46",9605.90435882364
"47",8853.95532771343
"48",9266.98429535828
"49",9046.43779088037
"50",8531.46230655903
"51",9375.99884545433
"52",10464.0014223922
"53",10690.527441366
"54",11573.6255848729
"55",11587.8713418515
"56",11289.5054380015
"57",11429.6045854167
"58",11883.6709271869
"59",11327.9826585699
"60",11505.5593718575
"61",11354.0710140966
"62",10651.9835025805
"63",11661.125185884
"64",12762.7465931163
"65",13240.8855697213
"66",13894.3627431126
"67",14351.291549061
"68",14056.2739365377
"69",14396.7759783667
"70",14497.9742348879
"71",13913.4924443705
"72",13811.376995824
"73",13946.5275811979
"74",13468.4921465855
"75",14463.78956137
"76",15625.8434479924
"77",15881.2667572404
"78",16826.9064514044
"79",16852.3037268623
"80",16848.3211795871
"81",16999.96109608
"82",17366.1724026711
"83",16810.8754059899
"84",16615.5687654714
"85",16692.0286087003
"86",16086.3224238819
"87",17397.7083247643
"88",18508.3997541901
"89",18893.0215708092
"90",19473.6929401284
"91",19958.2535007425
"92",19376.4956450419
"93",20198.6746553751
"94",20275.9793533499
"95",19741.9152202971
"96",19885.7828763574
"97",19760.1743216968
"98",19015.6412876264
"99",20419.8100268104
"100",21697.7519773531
"101",21591.8954056958
"102",22805.4941908552
"103",23153.1908369379
"104",22578.9540902377
"105",23488.4488343711
"106",23540.2311132772
"107",22919.1218497271
"108",23219.7846570926
"109",22820.6271006401
"110",21904.2581915255
"111",23392.6445230106
"112",24498.3068225578
"113",24935.2067254491
"114",26018.6343987579
"115",26020.3049566368
"116",25940.596510072
"117",26685.9202380757
"118",26581.1764304492
"119",26400.0902808951
"120",26161.0632223338
"121",25950.3863815479
"122",25057.5100181659
"123",26471.4413593944
"124",27675.7204474727
"125",27956.1360180764
"126",29077.9214048771
"127",28770.6122219827
"128",28877.8697712406
"129",29571.0707665659
"130",30172.0731599813
"131",29344.8752923164
"132",29348.5765911202
"133",29029.058519977
"134",28181.4627007769
"135",29690.0035442802
"136",30627.1285928006
"137",30853.3482294753
"138",32145.0405150574
"139",32110.1426205649
"140",31649.3897819296
"141",32468.2683038538
"142",33055.8976714568
"143",32198.7245946058
"144",32384.661613328
"145",31776.2579539446
"146",31079.9746459059
"147",32363.7253815536
"148",33500.6659927949
"149",33703.2747118013
"150",34762.9428193858
"151",34622.8282016545
"152",34698.2073221065
"153",35563.8072319354
"154",35454.5188487927
"155",34886.6254243763
"156",35059.1843496779
"157",34709.696068043
"158",33452.4896733727
"159",34797.2019333473
"160",36301.690149483
"161",36449.1113148208
"162",37391.7265548393
"163",37338.4475091269
"164",37275.1394756912
"165",38254.5246476418
"166",38660.8246219331
"167",37988.1410668994
"168",38003.586956484
"169",37582.1028468173
"170",36486.2664847681
"171",37893.4034025953
"172",38871.4357360978
"173",39482.2058858737
"174",40545.400698927
"175",40150.1413910558
"176",40111.5649049984
"177",41248.8134000323
"178",41668.9201434234
"179",40696.842195608
"180",40810.5148012088
