"","x"
"1",8371.43306024752
"2",8586.10601405182
"3",8621.30062494114
"4",8691.81656412229
"5",8670.50267696155
"6",8720.21763796857
"7",8668.6038146611
"8",8762.75553001131
"9",8628.50136812122
"10",8541.65500480554
"11",8528.70092021169
"12",8355.52686665333
"13",8347.33679760573
"14",8321.98333988625
"15",8366.04379745786
"16",8486.29426376247
"17",8516.80204276119
"18",8528.97580614885
"19",8396.00899125214
"20",8511.03229606176
"21",8361.82151194829
"22",8365.61304044517
"23",8261.00095960259
"24",8175.88730682145
"25",8154.90387259456
"26",8123.52547486656
"27",8114.25865258502
"28",8226.05850804855
"29",8284.14317409256
"30",8195.04426159734
"31",8308.86129849198
"32",8206.18946660151
"33",8220.39963612592
"34",8105.39044773948
"35",8054.80199984828
"36",7977.83614916847
"37",7805.29032873684
"38",7871.51728605496
"39",7787.75644433154
"40",7944.35198815441
"41",7991.18378217193
"42",8054.45001790493
"43",7907.30301867402
"44",8076.08313503805
"45",7868.21750476117
"46",7799.16074682836
"47",7692.92719145519
"48",7636.6861327453
"49",7525.7044681784
"50",7522.85468565842
"51",7551.31304748478
"52",7657.87058744448
"53",7704.65561440514
"54",7755.07899176932
"55",7644.85163086066
"56",7673.99590723309
"57",7646.43077716264
"58",7509.08795292503
"59",7425.78624149503
"60",7342.27743627675
"61",7267.4752369769
"62",7146.70204867213
"63",7318.06264615271
"64",7368.83546225183
"65",7335.34866890324
"66",7378.15175200918
"67",7377.98059588386
"68",7298.36424008634
"69",7233.6148851805
"70",7088.59545746446
"71",6938.79629630861
"72",7138.73953408546
"73",6873.68384831507
"74",6911.91751701691
"75",7009.22524960966
"76",7124.38887676964
"77",7032.32708364742
"78",7047.89913738286
"79",7050.84203162735
"80",7136.93976606343
"81",6961.04621486947
"82",6849.28388937464
"83",6862.66726463906
"84",6670.09952544096
"85",6642.86922694648
"86",6655.66030082074
"87",6683.28722272863
"88",6793.70847269353
"89",6792.8021005244
"90",6750.35689961922
"91",6831.81523933886
"92",6754.21396086703
"93",6606.67280436277
"94",6542.45421486222
"95",6561.77646588391
"96",6337.86217548428
"97",6291.30198422134
"98",6358.83037840273
"99",6357.06849896465
"100",6394.33970864337
"101",6554.86538689536
"102",6559.62520062089
"103",6508.83867183229
"104",6501.42414513673
"105",6315.58641626909
"106",6312.38728309962
"107",6292.72673581782
"108",6085.04845394632
"109",5964.96208360967
"110",6106.27568493289
"111",6182.15604679187
"112",6123.36674913406
"113",6284.53412550801
"114",6248.38216736625
"115",6379.44288725471
"116",6181.48335026527
"117",6208.58386075642
"118",6063.91062677704
"119",5864.56983688754
"120",5787.37986318515
"121",5913.91770379241
"122",5811.50615756978
"123",5893.7839728726
"124",5951.03989728106
"125",6007.8302027712
"126",5959.30410174242
"127",5966.19582903388
"128",5999.77917380303
"129",5826.89320124694
"130",5740.19113647264
"131",5702.78715663095
"132",5689.34581200071
"133",5617.2257949409
"134",5857.32236650465
"135",5755.54791723136
"136",5878.3651061546
"137",5887.29279061783
"138",5888.35971788945
"139",5815.57207889609
"140",5861.20893289898
"141",5689.07828875556
"142",5641.95274031654
"143",5598.80882986642
"144",5510.98659813665
"145",5433.52453633649
"146",5518.69145797208
"147",5766.68478338377
"148",5627.87646190274
"149",5832.62924292296
"150",5746.13944482206
"151",5793.89542182383
"152",5700.58780226017
"153",5666.48233774506
"154",5572.24736511782
"155",5564.13137643494
"156",5465.54157769555
"157",5402.49607367473
"158",5608.8849649497
"159",5559.8402185945
"160",5686.23599334477
"161",5711.03999878455
"162",5844.52097219977
"163",5807.04072840906
"164",5767.47028118529
"165",5735.09364943302
"166",5507.7650015552
"167",5465.49500822676
"168",5450.43716599123
"169",5463.62346007862
"170",5553.20482111511
"171",5557.97373634156
"172",5629.32917811403
"173",5689.00459161295
"174",5772.59572280075
"175",5795.65877666337
"176",5862.86685159088
"177",5664.69204771294
"178",5644.00002101816
"179",5550.36210403975
"180",5389.29913999038
