"","x"
"1",1235.89857462501
"2",1065.35399494488
"3",1241.59969685403
"4",1204.57782533058
"5",912.090404089981
"6",1105.78237826852
"7",1809.80242554678
"8",1533.2980684962
"9",1865.50530596457
"10",1862.92111564478
"11",1611.5920516649
"12",1575.13974543382
"13",1470.69687123597
"14",1364.34760495366
"15",1863.0595138975
"16",1497.01046704002
"17",1231.41609137742
"18",1372.22785755257
"19",1693.84020476963
"20",1893.88957300592
"21",2047.55027601623
"22",1997.84246876994
"23",2161.03404090622
"24",1955.26331681981
"25",1720.82665245292
"26",1601.44884061349
"27",1563.8985765614
"28",1673.46856879137
"29",1350.49046445175
"30",1300.0857295651
"31",1660.74147222756
"32",2041.84362207305
"33",2053.20465565286
"34",2038.340492872
"35",2129.84945469674
"36",2178.9792765491
"37",1881.24835105957
"38",1595.05691045356
"39",1871.89285310302
"40",1866.77500476242
"41",1508.03285146709
"42",1560.24452474876
"43",1664.22222271373
"44",1884.21117574874
"45",2384.03184390274
"46",2531.13055504099
"47",2395.47006388762
"48",2373.70376704086
"49",1950.23543604209
"50",2005.86744013791
"51",2333.75671472369
"52",2047.24553714622
"53",1686.39206251484
"54",1981.84503260105
"55",2349.8757674511
"56",2118.85892355837
"57",2483.115593367
"58",2903.93862045699
"59",2926.70760406089
"60",2735.47333167111
"61",2568.08923538037
"62",2405.69862369305
"63",2741.62380263621
"64",2505.15033701821
"65",2660.58525371972
"66",2393.64718802745
"67",2736.54247730697
"68",2868.05974472947
"69",3176.93827323173
"70",3320.61558270838
"71",3518.27420587612
"72",3378.7577857993
"73",3329.06760446668
"74",3313.10523460105
"75",3295.51015862509
"76",3344.98005279963
"77",3054.72744976239
"78",3149.14229200564
"79",3634.08218340913
"80",3644.85345131777
"81",4299.55394517382
"82",4164.08258642746
"83",4231.26427798422
"84",4447.48594643043
"85",4301.77843127882
"86",4029.7193125867
"87",4275.99043394809
"88",4364.14343277656
"89",3970.29231128717
"90",3707.20926908474
"91",4127.25860239331
"92",4568.1739754362
"93",4844.90926523
"94",5109.43494743089
"95",5031.87410819935
"96",5192.69969686938
"97",5204.31060179659
"98",4796.5056240354
"99",4871.57564742776
"100",4797.84187176539
"101",4470.05974543883
"102",4435.77831108655
"103",4771.03195045516
"104",4779.5261782689
"105",5353.14063328885
"106",5490.42447023186
"107",5500.14296303523
"108",5600.53617264181
"109",5324.59053427649
"110",5391.23546717044
"111",5476.78050113767
"112",5200.64500385254
"113",4630.63250759292
"114",4868.79216167439
"115",5048.11542193515
"116",5472.66962288895
"117",5444.33835483002
"118",5797.58873344169
"119",6261.7038897719
"120",6028.01289111226
"121",5786.7336209514
"122",5833.65002544225
"123",5903.15260557356
"124",5589.84807124423
"125",5158.93798547402
"126",5082.119734845
"127",5602.57299633165
"128",5526.72661468293
"129",5816.73272131081
"130",5988.4576869099
"131",5996.64475153168
"132",5922.99942420838
"133",6021.31849743564
"134",5960.4505468503
"135",5847.07852111561
"136",5538.71167952999
"137",5405.69210584755
"138",5406.5286994348
"139",5719.11369476945
"140",5653.26001005967
"141",5909.44806645816
"142",6030.97089356708
"143",6166.05139905909
"144",6265.05808806901
"145",6054.50110345201
"146",6075.09959945094
"147",6323.32027931571
"148",6048.89194930298
"149",5453.13820196643
"150",5218.9012516676
"151",5849.82402269326
"152",5557.96154655309
"153",5891.74658905837
"154",5951.39939350743
"155",5939.81323506035
"156",6133.25534410341
"157",6352.5168243279
"158",5949.78921020254
"159",6348.70571700555
"160",5939.88684810858
"161",5665.48076306215
"162",5477.59747591566
"163",5827.23808629153
"164",5840.00164408356
"165",6178.45246997884
"166",6217.83903026595
"167",6437.45503604006
"168",6740.6871942376
"169",6448.56662640143
"170",6351.95845779544
"171",6457.01462601685
"172",6361.65515213378
"173",5739.2158961716
"174",5550.38863223032
"175",5882.80266574194
"176",6045.85195686621
"177",6114.10482902462
"178",6476.53080147106
"179",6572.19065200055
"180",6752.82953006797
