"","x"
"1",4009.29373864722
"2",3987.01044793158
"3",3981.63390788302
"4",3987.53097197617
"5",3979.54146012921
"6",3955.88762172608
"7",3953.07662246656
"8",3943.91216889432
"9",3940.25560423361
"10",3927.18559786112
"11",3915.65073691397
"12",3936.00946296109
"13",3977.3966351796
"14",3961.73730942287
"15",3964.80803436549
"16",3988.76094491121
"17",3977.70304281289
"18",3929.95520468549
"19",3914.42394387934
"20",3886.36733141105
"21",3866.78788076743
"22",3827.18326446533
"23",3791.71411250547
"24",3822.93877138732
"25",3894.61537974353
"26",3898.6039677717
"27",3917.26960141173
"28",3955.1424526983
"29",3936.07392487516
"30",3884.65819306872
"31",3877.32535478008
"32",3844.13234902015
"33",3824.27356475061
"34",3772.23830022478
"35",3729.47812903511
"36",3769.31721099954
"37",3858.29478941767
"38",3871.47002745112
"39",3908.29290360197
"40",3966.57442764566
"41",3943.47769024404
"42",3893.78833182513
"43",3889.5500654897
"44",3864.01218639397
"45",3866.21822336295
"46",3821.77861890822
"47",3796.53470026329
"48",3853.47909854177
"49",3945.12821834477
"50",3951.92399502486
"51",3982.30223411808
"52",4040.89934271808
"53",3999.43942860781
"54",3939.70884364965
"55",3934.55474913721
"56",3929.37922301261
"57",3960.27779959871
"58",3917.78231268627
"59",3890.78361903011
"60",3937.12647338123
"61",4007.68386760494
"62",3993.69914049967
"63",4010.59489145943
"64",4061.30201203234
"65",3994.40932079803
"66",3906.28606070515
"67",3877.64367836509
"68",3868.23649629137
"69",3910.90174292331
"70",3857.87223197941
"71",3811.29106963497
"72",3827.40248328332
"73",3884.38137139603
"74",3864.39556382288
"75",3888.3240629065
"76",3955.57913464656
"77",3896.04641780161
"78",3794.83163596238
"79",3745.17553993175
"80",3725.72103408868
"81",3762.84003073187
"82",3694.79142920042
"83",3629.14925694794
"84",3611.84075396578
"85",3661.75112005114
"86",3636.29136460252
"87",3663.34575590516
"88",3743.92717694694
"89",3694.00639063884
"90",3586.73777255885
"91",3537.86180021222
"92",3523.15007787188
"93",3562.6951257448
"94",3487.91102654735
"95",3408.22849840268
"96",3370.3906708956
"97",3423.62627382527
"98",3392.48522032804
"99",3420.93888755879
"100",3514.4125556615
"101",3468.71031684855
"102",3357.56960429087
"103",3309.7806280049
"104",3293.20100706981
"105",3321.81272372546
"106",3235.34418799792
"107",3142.25072498343
"108",3086.60995170707
"109",3135.23598766427
"110",3100.68116323048
"111",3140.23369846498
"112",3261.02037363803
"113",3237.42572750235
"114",3127.45364239172
"115",3082.59454963603
"116",3065.13139636245
"117",3083.683795438
"118",3000.01162034086
"119",2909.90512161109
"120",2851.59062304962
"121",2902.38779483595
"122",2862.47809869549
"123",2898.56555134079
"124",3037.3517368752
"125",3032.72944027947
"126",2919.53169202619
"127",2863.30155518436
"128",2844.76838278313
"129",2859.90852772256
"130",2792.37588667246
"131",2732.05799067434
"132",2693.53426029734
"133",2752.2182141721
"134",2709.35011054048
"135",2729.93542064188
"136",2876.23319419936
"137",2889.47061899073
"138",2781.68966706817
"139",2714.15286405578
"140",2683.57165172379
"141",2686.62951226334
"142",2639.06300120244
"143",2614.20275322869
"144",2603.00709396706
"145",2674.97908270063
"146",2638.98567547064
"147",2667.73531903008
"148",2825.59094178717
"149",2844.72749903826
"150",2740.01874025177
"151",2673.59429966005
"152",2634.23996298439
"153",2626.46440845072
"154",2591.71010663214
"155",2590.93968447166
"156",2606.1830238169
"157",2689.7615711408
"158",2649.96717811975
"159",2687.73525837459
"160",2843.79849374149
"161",2859.8038488514
"162",2761.27977567237
"163",2713.02444765037
"164",2690.75246566882
"165",2689.94881398047
"166",2665.14017638511
"167",2683.56257231375
"168",2708.05393887592
"169",2794.30800733844
"170",2750.98366806432
"171",2797.20298520409
"172",2954.8983702445
"173",2985.16724923576
"174",2896.76870124375
"175",2859.09215332837
"176",2856.16407096284
"177",2872.75723450639
"178",2859.19754877357
"179",2893.50354078226
"180",2910.60915210938
