"","x"
"1",673.614775769693
"2",640.66767313494
"3",691.794518793057
"4",724.495222840784
"5",764.951202700385
"6",764.075693781549
"7",781.618850793009
"8",812.269073612841
"9",798.593292492181
"10",831.8567674569
"11",794.816398285747
"12",750.932414014193
"13",725.594165217565
"14",679.598918226719
"15",762.423005235682
"16",799.590573249195
"17",869.255889195931
"18",902.874648357249
"19",887.904898339438
"20",929.3772656168
"21",923.445493597619
"22",893.465860613695
"23",900.816809573246
"24",814.08335314373
"25",824.587662855951
"26",785.621392280998
"27",827.44299501364
"28",909.480919159476
"29",944.797071468503
"30",935.029804866772
"31",945.324855905518
"32",960.842131050822
"33",923.893912927047
"34",930.1334500749
"35",921.99417265517
"36",869.004563098176
"37",867.810873623419
"38",811.938092446383
"39",934.525159980071
"40",963.483345227255
"41",1011.36284730345
"42",993.532177325944
"43",1001.8064365501
"44",963.843820492478
"45",987.11106705457
"46",969.646792653069
"47",940.102028230348
"48",929.19015430731
"49",917.397887196746
"50",909.25169208274
"51",928.80975067711
"52",955.800042803199
"53",994.993021151024
"54",1024.36274839521
"55",1009.64466753
"56",983.116208180103
"57",979.074719319795
"58",932.849862346038
"59",932.205956050525
"60",873.74220817678
"61",887.27694122478
"62",848.795896565665
"63",923.57010162442
"64",923.867057524341
"65",1019.01566704009
"66",1000.42586212129
"67",971.092330009038
"68",961.288215510505
"69",954.73531484127
"70",939.014224229372
"71",917.736912552216
"72",872.666042092951
"73",848.945584007756
"74",794.370867432148
"75",845.681737106907
"76",887.276201616684
"77",959.49834900719
"78",954.955517493777
"79",924.150657247626
"80",950.675044021977
"81",943.167719029146
"82",884.596015882732
"83",848.892623700113
"84",832.131345935639
"85",802.953447573437
"86",759.901518319903
"87",824.064652175283
"88",827.308967595369
"89",902.257660015956
"90",884.358058891004
"91",846.631612369344
"92",844.041873338255
"93",850.388835379987
"94",840.104916888228
"95",816.68532425603
"96",784.869154597136
"97",699.845311751115
"98",699.008528482614
"99",743.935275803691
"100",776.999271498043
"101",860.031432079828
"102",854.031419115414
"103",814.249131023398
"104",773.098767071869
"105",775.218874529688
"106",777.23105100108
"107",789.556935166917
"108",690.625290217364
"109",694.574144515094
"110",617.219828132581
"111",726.539878357117
"112",720.472985879614
"113",811.936585318222
"114",825.039757986495
"115",778.727174951992
"116",764.756876986183
"117",750.70901581847
"118",800.677396003035
"119",753.659196717159
"120",694.019151855982
"121",650.401881027523
"122",610.93905134416
"123",659.862628444113
"124",730.648315789418
"125",790.400682731919
"126",874.145173886273
"127",758.943972651018
"128",763.811967835009
"129",795.400724564186
"130",751.226919694909
"131",743.866185568172
"132",713.189621167017
"133",634.709292220791
"134",666.160793241049
"135",660.276484373932
"136",763.441946086211
"137",835.9236144282
"138",886.209647212337
"139",777.69346719113
"140",794.27320810839
"141",793.736972391926
"142",809.532895089102
"143",784.300452312092
"144",708.483781674013
"145",665.563475291708
"146",641.030039221068
"147",705.411152272424
"148",766.118813515397
"149",841.945625125284
"150",895.60371217498
"151",857.416867818822
"152",827.097104225623
"153",852.104689653122
"154",830.545919652048
"155",801.900915662686
"156",800.913792968623
"157",760.5596443866
"158",743.612728861994
"159",757.779434574867
"160",853.834566811011
"161",962.588212874019
"162",960.305618236675
"163",949.651042983459
"164",933.04530269972
"165",937.431660488838
"166",921.771224405059
"167",893.938157542482
"168",882.170232292693
"169",864.310604781094
"170",768.167168402235
"171",869.315315265929
"172",921.185027576699
"173",1047.43726525537
"174",1104.92243807349
"175",1035.89567536092
"176",1027.60510971035
"177",1008.06001540043
"178",1015.5536743594
"179",1047.89198781654
"180",993.615035065873
